bound_mode,mechanism,oversubscription,n_tenants,seed,valid_throughput_Bpns,admission_p99_ns,pinned_peak,reclaimable_capacity_frac,rpe_payload_frac,stale_admits,stale_admit_rate,retries,retries_per_descriptor,evict_fired,evict_blocked
capacity,REFCNT_S,8,16,4,1.7232669659162927,525.6666666666667,32,0.9375,0.17828125,1141,0.17828125,1133,0.17703125,0,2184
capacity,2PHASE,8,16,4,2.0971153004822414,7009.0,256,0.5,0.0,0,0.0,0,0.0,0,2184
capacity,GENONLY,8,16,4,1.73932544,9.0,32,0.9375,0.170625,0,0.0,0,0.0,2184,0
capacity,RECLAIM_DEFER,8,16,4,1.73932544,9.0,256,0.5,0.170625,0,0.0,0,0.0,2184,0
capacity,PROSE_HOSTSEL,8,16,4,2.097152,9.0,32,0.9375,0.0,0,0.0,0,0.0,0,2184
capacity,PROSE,8,16,5,2.097152,9.0,32,0.9375,0.0,0,0.0,0,0.0,0,2214
capacity,REFCNT,8,16,5,2.0971493785632767,509.0,256,0.5,0.0,0,0.0,0,0.0,0,2214
capacity,REFCNT_S,8,16,5,1.7340803923995094,525.6666666666667,32,0.9375,0.173125,1108,0.173125,1127,0.17609375,0,2214
capacity,2PHASE,8,16,5,2.0971153004822414,7009.0,256,0.5,0.0,0,0.0,0,0.0,0,2214
capacity,GENONLY,8,16,5,1.73441024,9.0,32,0.9375,0.17296875,0,0.0,0,0.0,2214,0
capacity,RECLAIM_DEFER,8,16,5,1.73441024,9.0,256,0.5,0.17296875,0,0.0,0,0.0,2214,0
capacity,PROSE_HOSTSEL,8,16,5,2.097152,9.0,32,0.9375,0.0,0,0.0,0,0.0,0,2214
capacity,PROSE,8,16,6,2.097152,9.0,32,0.9375,0.0,0,0.0,0,0.0,0,2197
capacity,REFCNT,8,16,6,2.0971493785632767,509.0,256,0.5,0.0,0,0.0,0,0.0,0,2197
