bound_mode,mechanism,oversubscription,n_tenants,seed,valid_throughput_Bpns,admission_p99_ns,backlog_wait_p99_ns,pinned_peak,pinned_byte_time_Bns,reclaimable_capacity_frac,nonreclaimable_frac,rpe_payload_frac,blocked_reclaim_ratio
capacity,REFCNT,16,32,3,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,16,32,3,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,16,32,3,1.7440768,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.168359375,0.0
capacity,PROSE,16,32,4,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,16,32,4,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,16,32,4,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,16,32,4,1.72589056,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17703125,0.0
capacity,PROSE,16,32,5,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,16,32,5,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,16,32,5,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,16,32,5,1.73113344,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17453125,0.0
capacity,PROSE,16,32,6,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,16,32,6,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,16,32,6,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,16,32,6,1.7276928,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.176171875,0.0
capacity,PROSE,16,32,7,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,16,32,7,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,16,32,7,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,16,32,7,1.72261376,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17859375,0.0
capacity,PROSE,16,32,8,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,16,32,8,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,16,32,8,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,16,32,8,1.72572672,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.177109375,0.0
capacity,PROSE,16,32,9,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,16,32,9,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,16,32,9,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,16,32,9,1.72818432,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.1759375,0.0
capacity,PROSE,32,8,0,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,8,0,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,8,0,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,8,0,1.7268736,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.1765625,0.0
capacity,PROSE,32,8,1,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,8,1,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,8,1,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,8,1,1.72326912,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17828125,0.0
capacity,PROSE,32,8,2,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,8,2,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,8,2,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,8,2,1.7219584,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17890625,0.0
capacity,PROSE,32,8,3,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,8,3,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,8,3,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,8,3,1.7317888,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17421875,0.0
capacity,PROSE,32,8,4,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,8,4,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,8,4,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,8,4,1.73211648,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.1740625,0.0
capacity,PROSE,32,8,5,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,8,5,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,8,5,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,8,5,1.73146112,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.174375,0.0
capacity,PROSE,32,8,6,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,8,6,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,8,6,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,8,6,1.73703168,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17171875,0.0
capacity,PROSE,32,8,7,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,8,7,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,8,7,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,8,7,1.724416,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.177734375,0.0
capacity,PROSE,32,8,8,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,8,8,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,8,8,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,8,8,1.73228032,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.173984375,0.0
capacity,PROSE,32,8,9,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,8,9,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,8,9,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,8,9,1.72228608,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17875,0.0
capacity,PROSE,32,16,0,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,16,0,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,16,0,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,16,0,1.7268736,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.1765625,0.0
capacity,PROSE,32,16,1,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,16,1,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,16,1,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,16,1,1.72326912,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17828125,0.0
capacity,PROSE,32,16,2,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,16,2,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,16,2,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,16,2,1.7219584,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17890625,0.0
capacity,PROSE,32,16,3,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,16,3,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,16,3,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,16,3,1.7317888,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17421875,0.0
capacity,PROSE,32,16,4,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,16,4,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,16,4,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,16,4,1.73211648,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.1740625,0.0
capacity,PROSE,32,16,5,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,16,5,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,16,5,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,16,5,1.73146112,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.174375,0.0
capacity,PROSE,32,16,6,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,16,6,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,16,6,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,16,6,1.73703168,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17171875,0.0
capacity,PROSE,32,16,7,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,16,7,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,16,7,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,16,7,1.724416,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.177734375,0.0
capacity,PROSE,32,16,8,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,16,8,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,16,8,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,16,8,1.73228032,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.173984375,0.0
capacity,PROSE,32,16,9,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,16,9,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,16,9,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,16,9,1.72228608,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17875,0.0
capacity,PROSE,32,32,0,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,32,0,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,32,0,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,32,0,1.7268736,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.1765625,0.0
capacity,PROSE,32,32,1,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,32,1,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,32,1,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,32,1,1.72326912,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17828125,0.0
capacity,PROSE,32,32,2,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,32,2,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,32,2,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,32,2,1.7219584,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17890625,0.0
capacity,PROSE,32,32,3,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,32,3,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,32,3,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,32,3,1.7317888,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17421875,0.0
capacity,PROSE,32,32,4,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,32,4,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,32,4,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,32,4,1.73211648,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.1740625,0.0
capacity,PROSE,32,32,5,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,32,5,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,32,5,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,32,5,1.73146112,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.174375,0.0
capacity,PROSE,32,32,6,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,32,6,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,32,6,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,32,6,1.73703168,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17171875,0.0
capacity,PROSE,32,32,7,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,32,7,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,32,7,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,32,7,1.724416,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.177734375,0.0
capacity,PROSE,32,32,8,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,32,8,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,32,8,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,32,8,1.73228032,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.173984375,0.0
capacity,PROSE,32,32,9,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,32,32,9,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,32,32,9,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,32,32,9,1.72228608,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17875,0.0
capacity,PROSE,64,8,0,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,8,0,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,8,0,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,8,0,1.72900352,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.175546875,0.0
capacity,PROSE,64,8,1,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,8,1,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,8,1,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,8,1,1.71835392,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.180625,0.0
capacity,PROSE,64,8,2,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,8,2,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,8,2,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,8,2,1.72474368,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.177578125,0.0
capacity,PROSE,64,8,3,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,8,3,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,8,3,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,8,3,1.73473792,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.1728125,0.0
capacity,PROSE,64,8,4,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,8,4,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,8,4,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,8,4,1.7260544,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.176953125,0.0
capacity,PROSE,64,8,5,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,8,5,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,8,5,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,8,5,1.72326912,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17828125,0.0
capacity,PROSE,64,8,6,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,8,6,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,8,6,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,8,6,1.72294144,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.1784375,0.0
capacity,PROSE,64,8,7,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,8,7,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,8,7,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,8,7,1.72244992,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.178671875,0.0
capacity,PROSE,64,8,8,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,8,8,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,8,8,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,8,8,1.7334272,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.1734375,0.0
capacity,PROSE,64,8,9,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,8,9,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,8,9,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,8,9,1.7342464,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.173046875,0.0
capacity,PROSE,64,16,0,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,16,0,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,16,0,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,16,0,1.72900352,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.175546875,0.0
capacity,PROSE,64,16,1,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,16,1,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,16,1,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,16,1,1.71835392,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.180625,0.0
capacity,PROSE,64,16,2,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,16,2,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,16,2,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,16,2,1.72474368,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.177578125,0.0
capacity,PROSE,64,16,3,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,16,3,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,16,3,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,16,3,1.73473792,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.1728125,0.0
capacity,PROSE,64,16,4,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,16,4,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,16,4,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,16,4,1.7260544,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.176953125,0.0
capacity,PROSE,64,16,5,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,16,5,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,16,5,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,16,5,1.72326912,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.17828125,0.0
capacity,PROSE,64,16,6,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,16,6,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,16,6,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,16,6,1.72294144,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.1784375,0.0
capacity,PROSE,64,16,7,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,16,7,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,16,7,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,16,7,1.72244992,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.178671875,0.0
capacity,PROSE,64,16,8,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,16,8,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,2PHASE,64,16,8,1.0485576502411207,175009.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
capacity,GENONLY,64,16,8,1.7334272,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.1734375,0.0
capacity,PROSE,64,16,9,2.097152,9.0,198000000.0,32,419430400000000.0,0.9375,0.0625,0.0,1.0
capacity,REFCNT,64,16,9,1.0485746892816383,12509.0,198000000.0,512,6710886400000000.0,0.0,1.0,0.0,1.0
