workload,seed,method,segment_bytes,makespan_ns,valid_throughput_gbps,total_requested_bytes,total_valid_bytes,total_stale_bytes,total_wire_bytes,total_control_bytes,total_header_bytes,stale_mib_per_gib,control_header_overhead_pct,completed_valid_requests,rejected_requests,aborted_requests,rpe_events,extra_rtt,serialized_acquire_ns,pin_span_ratio_median,pin_span_ratio_p95,evict_attempts_queue,evict_attempts_xfer,evict_attempts_total,evict_fired,evict_blocked,queue_reclaim,n_requests
large_object,1007,RDMAKey,0,96820268.64774248,3.0611411343869537,314572800,296380507,9541541,305922048,153600,0,31.059703776041665,0.05020886889460154,1167,33,0,74,0,0.0,0.0,0.0,33,74,107,107,0,Y,1200
large_object,1007,Segmented-64,64,96853028.64774248,3.0601057203688,314572800,296380507,2213,296382720,37201440,74095680,0.007203776041666667,37.55182488371791,1167,33,74,74,0,0.0,0.0,0.0,33,74,107,107,0,Y,1200
large_object,1007,Segmented-256,256,96828452.64774248,3.0608824048672845,314572800,296380507,10405,296390912,9415816,18524432,0.03387044270833333,9.426823451320937,1167,33,74,74,0,0.0,0.0,0.0,33,74,107,107,0,Y,1200
large_object,1007,Segmented-4096,4096,96820772.64774248,3.061125199633599,314572800,296380507,165797,296546304,732792,1158384,0.5397037760416666,0.6377337955289438,1167,33,74,74,0,0.0,0.0,0.0,33,74,107,107,0,Y,1200
large_object,1007,Segmented-16384,16384,96820388.64774248,3.061137340383012,314572800,296380507,612261,296992768,298616,290032,1.993037109375,0.19820280606967508,1167,33,74,74,0,0.0,0.0,0.0,33,74,107,107,0,Y,1200
large_object,1007,PROSE,0,96820268.64774248,3.159690137950604,314572800,305922048,0,305922048,153600,0,0.0,0.05020886889460154,1167,33,0,0,0,0.0,1.0,1.0,33,74,107,33,74,Y,1200
large_object,1008,NoCheck,0,97364110.32414435,3.051995637927701,314572800,297154840,17417960,314572800,153600,0,56.69908854166667,0.048828125,1200,0,0,110,0,0.0,0.0,0.0,28,82,110,110,0,Y,1200
large_object,1008,SharedRef,0,97364360.32414435,3.230882418913119,314572800,314572800,0,314572800,230400,0,0.0,0.0732421875,1200,0,0,0,1,250.0,2.35900864414771,6.69513413088777,28,82,110,0,110,N,1200
large_object,1008,TwoPhase,0,97367673.32414435,3.230772485984782,314572800,314572800,0,314572800,307200,0,0.0,0.09765625,1200,0,0,0,1,3500.0,2.3101845599320594,6.6482703170149,28,82,110,0,110,N,1200
large_object,1008,GenOnly,0,97364173.32414435,3.0519936631178854,314572800,297154840,10077928,307232768,153600,0,32.80575520833333,0.04999466723549487,1172,28,0,82,0,0.0,0.0,0.0,28,82,110,110,0,Y,1200
large_object,1008,RDMAKey,0,97364173.32414435,3.0519936631178854,314572800,297154840,10077928,307232768,153600,0,32.80575520833333,0.04999466723549487,1172,28,0,82,0,0.0,0.0,0.0,28,82,110,110,0,Y,1200
large_object,1008,Segmented-64,64,97969745.03577876,3.0331286448839734,314572800,297154840,2408,297157248,37298256,74289312,0.007838541666666667,37.55168980431532,1172,28,82,82,0,0.0,0.0,0.0,28,82,110,110,0,Y,1200
large_object,1008,Segmented-256,256,97392817.32414435,3.051096047576121,314572800,297154840,8680,297163520,9439960,18572720,0.028255208333333334,9.426688713338702,1172,28,82,82,0,0.0,0.0,0.0,28,82,110,110,0,Y,1200
large_object,1008,Segmented-4096,4096,97365937.32414435,3.0519383694806064,314572800,297154840,149224,297304064,734272,1161344,0.48575520833333335,0.6376017786288989,1172,28,82,82,0,0.0,0.0,0.0,28,82,110,110,0,Y,1200
large_object,1008,Segmented-16384,16384,97364593.32414435,3.0519804977844234,314572800,297154840,640744,297795584,299008,290816,2.0857552083333335,0.19806338028169013,1172,28,82,82,0,0.0,0.0,0.0,28,82,110,110,0,Y,1200
large_object,1008,PROSE,0,97364173.32414435,3.15550122299259,314572800,307232768,0,307232768,153600,0,0.0,0.04999466723549487,1172,28,0,0,0,0.0,1.0,1.0,28,82,110,28,82,Y,1200
large_object,1009,NoCheck,0,99001304.98509456,2.990562397582291,314572800,296069580,18503220,314572800,153600,0,60.2318359375,0.048828125,1200,0,0,102,0,0.0,0.0,0.0,36,66,102,102,0,Y,1200
large_object,1009,SharedRef,0,99001554.98509456,3.1774531223005673,314572800,314572800,0,314572800,230400,0,0.0,0.0732421875,1200,0,0,0,1,250.0,2.05012048524713,5.8171575539056555,36,66,102,0,102,N,1200
large_object,1009,TwoPhase,0,99005083.98509456,3.1773398631464183,314572800,314572800,0,314572800,307200,0,0.0,0.09765625,1200,0,0,0,1,3500.0,2.00287088076861,5.769271311968208,36,66,102,0,102,N,1200
large_object,1009,GenOnly,0,98870111.98509456,2.9945306428360756,314572800,296069580,9066036,305135616,153600,0,29.5118359375,0.05033827319587628,1164,36,0,66,0,0.0,0.0,0.0,36,66,102,102,0,Y,1200
large_object,1009,RDMAKey,0,98870111.98509456,2.9945306428360756,314572800,296069580,9066036,305135616,153600,0,29.5118359375,0.05033827319587628,1164,36,0,66,0,0.0,0.0,0.0,36,66,102,102,0,Y,1200
large_object,1009,Segmented-64,64,99300034.94438875,2.981565718137044,314572800,296069580,2036,296071616,37162552,74017904,0.006627604166666667,37.551879339895926,1164,36,66,66,0,0.0,0.0,0.0,36,66,102,102,0,Y,1200
